5.000000e-01 -9.945294e-02 9.891195e-03 2.770671e-10 0.000000e+00 8.399063e-06 0.000000e+00 -5.896072e-05 1.515031e-09 0.000000e+00 -8.844108e-02 -2.097493e-03 0.000000e+00 0.000000e+00
1.500000e+00 -9.943614e-02 9.887865e-03 4.498070e-10 0.000000e+00 2.529819e-05 0.000000e+00 -1.658179e-04 4.251026e-09 0.000000e+00 -2.487268e-01 -6.318171e-03 0.000000e+00 0.000000e+00
2.500000e+00 -9.940234e-02 9.881167e-03 8.022324e-10 0.000000e+00 4.250824e-05 0.000000e+00 -2.599708e-04 6.785119e-09 0.000000e+00 -3.899562e-01 -1.061688e-02 0.000000e+00 0.000000e+00
3.500000e+00 -9.935112e-02 9.871023e-03 1.349216e-09 0.000000e+00 6.024834e-05 0.000000e+00 -3.419400e-04 9.097312e-09 0.000000e+00 -5.129101e-01 -1.504844e-02 0.000000e+00 0.000000e+00
4.500000e+00 -9.928185e-02 9.857314e-03 2.115082e-09 0.000000e+00 7.874130e-05 0.000000e+00 -4.121522e-04 1.121179e-08 0.000000e+00 -6.182283e-01 -1.966851e-02 0.000000e+00 0.000000e+00
5.500000e+00 -9.919364e-02 9.839878e-03 3.136573e-09 0.000000e+00 9.821394e-05 0.000000e+00 -4.709749e-04 1.315019e-08 0.000000e+00 -7.064624e-01 -2.453376e-02 0.000000e+00 0.000000e+00
6.500000e+00 -9.908542e-02 9.818512e-03 4.468674e-09 0.000000e+00 1.188924e-04 0.000000e+00 -5.187464e-04 1.493296e-08 0.000000e+00 -7.781196e-01 -2.970071e-02 0.000000e+00 0.000000e+00
7.500000e+00 -9.895586e-02 9.792973e-03 6.195242e-09 0.000000e+00 1.409890e-04 0.000000e+00 -5.557998e-04 1.655394e-08 0.000000e+00 -8.336997e-01 -3.522241e-02 0.000000e+00 0.000000e+00
8.500000e+00 -9.880344e-02 9.762984e-03 8.446426e-09 0.000000e+00 1.646742e-04 0.000000e+00 -5.824823e-04 1.798455e-08 0.000000e+00 -8.737234e-01 -4.114158e-02 0.000000e+00 0.000000e+00
9.500000e+00 -9.862651e-02 9.728247e-03 1.142286e-08 0.000000e+00 1.900312e-04 0.000000e+00 -5.991687e-04 1.915120e-08 0.000000e+00 -8.987530e-01 -4.747908e-02 0.000000e+00 0.000000e+00
1.050000e+01 -9.842338e-02 9.688467e-03 1.542100e-08 0.000000e+00 2.169874e-04 0.000000e+00 -6.062718e-04 1.993754e-08 0.000000e+00 -9.094077e-01 -5.421694e-02 0.000000e+00 0.000000e+00
1.150000e+01 -9.819253e-02 9.643401e-03 2.084422e-08 0.000000e+00 2.452268e-04 0.000000e+00 -6.042489e-04 2.017512e-08 0.000000e+00 -9.063733e-01 -6.127643e-02 0.000000e+00 0.000000e+00
1.250000e+01 -9.793292e-02 9.592915e-03 2.817330e-08 0.000000e+00 2.740919e-04 0.000000e+00 -5.936061e-04 1.966389e-08 0.000000e+00 -8.904091e-01 -6.849347e-02 0.000000e+00 0.000000e+00
1.350000e+01 -9.764435e-02 9.537071e-03 3.786542e-08 0.000000e+00 3.024921e-04 0.000000e+00 -5.749009e-04 1.820178e-08 0.000000e+00 -8.623514e-01 -7.559572e-02 0.000000e+00 0.000000e+00
1.450000e+01 -9.732794e-02 9.476219e-03 5.016520e-08 0.000000e+00 3.288444e-04 0.000000e+00 -5.487423e-04 1.564209e-08 0.000000e+00 -8.231135e-01 -8.218765e-02 0.000000e+00 0.000000e+00
1.550000e+01 -9.698666e-02 9.411095e-03 6.485256e-08 0.000000e+00 3.510764e-04 0.000000e+00 -5.157876e-04 1.196098e-08 0.000000e+00 -7.736814e-01 -8.775116e-02 0.000000e+00 0.000000e+00
1.650000e+01 -9.662579e-02 9.342893e-03 8.101473e-08 0.000000e+00 3.667177e-04 0.000000e+00 -4.767360e-04 7.319615e-09 0.000000e+00 -7.151039e-01 -9.166845e-02 0.000000e+00 0.000000e+00
1.750000e+01 -9.625323e-02 9.273286e-03 9.698231e-08 0.000000e+00 3.730969e-04 0.000000e+00 -4.323176e-04 2.103515e-09 0.000000e+00 -6.484764e-01 -9.327106e-02 0.000000e+00 0.000000e+00
1.850000e+01 -9.587959e-02 9.204395e-03 1.105658e-07 0.000000e+00 3.676387e-04 0.000000e+00 -3.832786e-04 -3.097496e-09 0.000000e+00 -5.749179e-01 -9.191432e-02 0.000000e+00 0.000000e+00
1.950000e+01 -9.551795e-02 9.138673e-03 1.196314e-07 0.000000e+00 3.482336e-04 0.000000e+00 -3.303623e-04 -7.560448e-09 0.000000e+00 -4.955434e-01 -8.706974e-02 0.000000e+00 0.000000e+00
2.050000e+01 -9.518313e-02 9.078733e-03 1.228778e-07 0.000000e+00 3.136241e-04 0.000000e+00 -2.742902e-04 -1.057331e-08 0.000000e+00 -4.114353e-01 -7.842187e-02 0.000000e+00 0.000000e+00
2.150000e+01 -9.489070e-02 9.027145e-03 1.204995e-07 0.000000e+00 2.637378e-04 0.000000e+00 -2.157447e-04 -1.159084e-08 0.000000e+00 -3.236171e-01 -6.595183e-02 0.000000e+00 0.000000e+00
2.250000e+01 -9.465565e-02 8.986218e-03 1.143719e-07 0.000000e+00 1.998927e-04 0.000000e+00 -1.553573e-04 -1.039752e-08 0.000000e+00 -2.330359e-01 -4.998876e-02 0.000000e+00 0.000000e+00
2.350000e+01 -9.449091e-02 8.957831e-03 1.075428e-07 0.000000e+00 1.248155e-04 0.000000e+00 -9.370466e-05 -7.186119e-09 0.000000e+00 -1.405570e-01 -3.121466e-02 0.000000e+00 0.000000e+00
2.450000e+01 -9.440602e-02 8.943301e-03 1.031417e-07 0.000000e+00 4.244759e-05 0.000000e+00 -3.131541e-05 -2.564975e-09 0.000000e+00 -4.697312e-02 -1.061575e-02 0.000000e+00 0.000000e+00
2.550000e+01 -9.440602e-02 8.943301e-03 1.031417e-07 0.000000e+00 -4.244759e-05 0.000000e+00 3.131541e-05 2.564974e-09 0.000000e+00 4.697312e-02 1.061575e-02 0.000000e+00 0.000000e+00
2.650000e+01 -9.449091e-02 8.957831e-03 1.075428e-07 0.000000e+00 -1.248155e-04 0.000000e+00 9.370466e-05 7.186118e-09 0.000000e+00 1.405570e-01 3.121466e-02 0.000000e+00 0.000000e+00
2.750000e+01 -9.465565e-02 8.986218e-03 1.143719e-07 0.000000e+00 -1.998927e-04 0.000000e+00 1.553573e-04 1.039752e-08 0.000000e+00 2.330359e-01 4.998876e-02 0.000000e+00 0.000000e+00
2.850000e+01 -9.489070e-02 9.027145e-03 1.204995e-07 0.000000e+00 -2.637378e-04 0.000000e+00 2.157447e-04 1.159084e-08 0.000000e+00 3.236171e-01 6.595183e-02 0.000000e+00 0.000000e+00
2.950000e+01 -9.518313e-02 9.078733e-03 1.228778e-07 0.000000e+00 -3.136241e-04 0.000000e+00 2.742902e-04 1.057331e-08 0.000000e+00 4.114353e-01 7.842187e-02 0.000000e+00 0.000000e+00
3.050000e+01 -9.551795e-02 9.138673e-03 1.196314e-07 0.000000e+00 -3.482336e-04 0.000000e+00 3.303623e-04 7.560448e-09 0.000000e+00 4.955434e-01 8.706974e-02 0.000000e+00 0.000000e+00
3.150000e+01 -9.587959e-02 9.204395e-03 1.105658e-07 0.000000e+00 -3.676387e-04 0.000000e+00 3.832786e-04 3.097496e-09 0.000000e+00 5.749179e-01 9.191432e-02 0.000000e+00 0.000000e+00
3.250000e+01 -9.625323e-02 9.273286e-03 9.698231e-08 0.000000e+00 -3.730969e-04 0.000000e+00 4.323176e-04 -2.103516e-09 0.000000e+00 6.484764e-01 9.327106e-02 0.000000e+00 0.000000e+00
3.350000e+01 -9.662579e-02 9.342893e-03 8.101473e-08 0.000000e+00 -3.667177e-04 0.000000e+00 4.767360e-04 -7.319616e-09 0.000000e+00 7.151039e-01 9.166845e-02 0.000000e+00 0.000000e+00
3.450000e+01 -9.698666e-02 9.411095e-03 6.485256e-08 0.000000e+00 -3.510764e-04 0.000000e+00 5.157876e-04 -1.196098e-08 0.000000e+00 7.736814e-01 8.775116e-02 0.000000e+00 0.000000e+00
3.550000e+01 -9.732794e-02 9.476219e-03 5.016520e-08 0.000000e+00 -3.288444e-04 0.000000e+00 5.487423e-04 -1.564209e-08 0.000000e+00 8.231135e-01 8.218765e-02 0.000000e+00 0.000000e+00
3.650000e+01 -9.764435e-02 9.537071e-03 3.786542e-08 0.000000e+00 -3.024921e-04 0.000000e+00 5.749009e-04 -1.820178e-08 0.000000e+00 8.623514e-01 7.559572e-02 0.000000e+00 0.000000e+00
3.750000e+01 -9.793292e-02 9.592915e-03 2.817330e-08 0.000000e+00 -2.740919e-04 0.000000e+00 5.936061e-04 -1.966389e-08 0.000000e+00 8.904091e-01 6.849347e-02 0.000000e+00 0.000000e+00
3.850000e+01 -9.819253e-02 9.643401e-03 2.084422e-08 0.000000e+00 -2.452268e-04 0.000000e+00 6.042489e-04 -2.017512e-08 0.000000e+00 9.063733e-01 6.127643e-02 0.000000e+00 0.000000e+00
3.950000e+01 -9.842338e-02 9.688467e-03 1.542100e-08 0.000000e+00 -2.169874e-04 0.000000e+00 6.062718e-04 -1.993754e-08 0.000000e+00 9.094077e-01 5.421694e-02 0.000000e+00 0.000000e+00
4.050000e+01 -9.862651e-02 9.728247e-03 1.142286e-08 0.000000e+00 -1.900312e-04 0.000000e+00 5.991687e-04 -1.915120e-08 0.000000e+00 8.987530e-01 4.747908e-02 0.000000e+00 0.000000e+00
4.150000e+01 -9.880344e-02 9.762984e-03 8.446426e-09 0.000000e+00 -1.646742e-04 0.000000e+00 5.824823e-04 -1.798455e-08 0.000000e+00 8.737234e-01 4.114158e-02 0.000000e+00 0.000000e+00
4.250000e+01 -9.895586e-02 9.792973e-03 6.195242e-09 0.000000e+00 -1.409890e-04 0.000000e+00 5.557998e-04 -1.655395e-08 0.000000e+00 8.336997e-01 3.522241e-02 0.000000e+00 0.000000e+00
